#EnsemblGeneID(0)	ChromosomeName(1)	promoterStart(2)	promoterStop(3)	Strand(4)
AAEL011709	supercont1.604	170550	171549	+
AAEL011703	supercont1.604	239963	240962	-
AAEL011715	supercont1.604	426706	427705	+
AAEL011711	supercont1.604	427496	428495	-
AAEL011702	supercont1.604	474221	475220	-
AAEL011710	supercont1.604	585463	586462	-
AAEL011712	supercont1.604	747078	748077	-
AAEL011706	supercont1.604	764213	765212	-
AAEL011717	supercont1.605	8027	9026	-
AAEL015869	supercont1.605	203533	204532	+
AAEL011716	supercont1.605	495178	496177	-
AAEL011721	supercont1.606	142116	143115	-
AAEL011725	supercont1.606	170500	171499	-
AAEL011722	supercont1.606	246816	247815	-
AAEL011723	supercont1.606	276593	277592	+
AAEL011726	supercont1.606	494271	495270	+
AAEL011724	supercont1.606	501645	502644	-
AAEL011719	supercont1.606	523124	524123	+
AAEL011729	supercont1.606	542283	543282	+
AAEL011718	supercont1.606	564559	565558	-
AAEL011720	supercont1.606	565702	566701	+
AAEL011728	supercont1.606	610921	611920	+
AAEL011727	supercont1.606	628400	629399	-
AAEL011730	supercont1.606	649035	650034	+
AAEL011733	supercont1.607	1	581	+
AAEL011746	supercont1.607	82879	83878	-
AAEL011736	supercont1.607	85866	86865	+
AAEL011741	supercont1.607	125111	126110	-
AAEL011739	supercont1.607	161962	162961	-
AAEL011732	supercont1.607	221214	222213	+
AAEL011740	supercont1.607	248608	249607	+
AAEL011731	supercont1.607	340757	341756	-
AAEL011747	supercont1.607	346323	347322	+
AAEL011734	supercont1.607	395552	396551	+
AAEL011742	supercont1.607	491735	492734	-
AAEL011745	supercont1.607	496490	497489	+
AAEL011737	supercont1.607	563165	564164	-
AAEL011743	supercont1.607	564908	565907	+
AAEL011735	supercont1.607	569629	570628	+
AAEL011738	supercont1.607	581015	582014	-
AAEL011744	supercont1.607	590910	591909	+
AAEL011750	supercont1.608	5664	6663	+
AAEL011759	supercont1.608	42909	43908	-
AAEL011753	supercont1.608	69726	70725	+
AAEL011751	supercont1.608	148345	149344	-
AAEL011758	supercont1.608	162117	163116	+
AAEL011757	supercont1.608	279092	280091	-
AAEL011756	supercont1.608	517341	518340	+
AAEL011749	supercont1.608	553186	554185	-
AAEL011748	supercont1.608	555103	556102	+
AAEL011752	supercont1.608	625566	626565	-
AAEL011754	supercont1.608	633577	634576	+
AAEL011755	supercont1.608	668148	669147	-
AAEL015749	supercont1.609	124642	125641	+
AAEL011760	supercont1.609	131512	132511	-
AAEL002603	supercont1.61	39311	40310	-
AAEL002622	supercont1.61	93253	94252	+
AAEL002620	supercont1.61	159825	160824	+
AAEL002581	supercont1.61	164187	165186	+
AAEL002584	supercont1.61	212430	213429	-
AAEL002594	supercont1.61	249165	250164	-
AAEL002578	supercont1.61	375201	376200	+
AAEL002631	supercont1.61	456338	457337	-
AAEL002625	supercont1.61	462232	463231	-
AAEL002613	supercont1.61	474350	475349	-
AAEL002619	supercont1.61	519677	520676	+
AAEL002612	supercont1.61	531168	532167	+
AAEL002588	supercont1.61	543805	544804	+
AAEL002627	supercont1.61	588708	589707	-
AAEL002623	supercont1.61	615145	616144	-
AAEL002630	supercont1.61	619819	620818	+
AAEL002589	supercont1.61	659540	660539	+
AAEL002579	supercont1.61	668952	669951	-
AAEL002607	supercont1.61	788732	789731	+
AAEL002611	supercont1.61	797239	798238	-
AAEL002616	supercont1.61	814582	815581	-
AAEL002621	supercont1.61	834317	835316	-
AAEL002597	supercont1.61	870494	871493	-
AAEL002614	supercont1.61	872577	873576	+
AAEL002608	supercont1.61	892909	893908	-
AAEL002600	supercont1.61	921348	922347	+
AAEL002580	supercont1.61	959101	960100	+
AAEL002601	supercont1.61	1027783	1028782	+
AAEL002582	supercont1.61	1039608	1040607	+
AAEL002629	supercont1.61	1064169	1065168	+
AAEL002595	supercont1.61	1095997	1096996	+
AAEL002632	supercont1.61	1146428	1147427	+
AAEL002586	supercont1.61	1168276	1169275	-
AAEL002590	supercont1.61	1173036	1174035	+
AAEL002577	supercont1.61	1196140	1197139	+
AAEL002593	supercont1.61	1209573	1210572	+
AAEL002628	supercont1.61	1274041	1275040	+
AAEL002592	supercont1.61	1303218	1304217	-
AAEL002599	supercont1.61	1366154	1367153	-
AAEL002615	supercont1.61	1385733	1386732	-
AAEL002596	supercont1.61	1447858	1448857	+
AAEL002626	supercont1.61	1456070	1457069	-
AAEL002606	supercont1.61	1496852	1497851	+
AAEL002587	supercont1.61	1519547	1520546	-
AAEL002617	supercont1.61	1524746	1525745	+
AAEL002591	supercont1.61	1541768	1542767	-
AAEL002605	supercont1.61	1559540	1560539	+
AAEL002602	supercont1.61	1576087	1577086	-
AAEL002618	supercont1.61	1576860	1577859	+
AAEL002598	supercont1.61	1604563	1605562	+
AAEL002624	supercont1.61	1629589	1630588	-
AAEL002585	supercont1.61	1641306	1642305	-
AAEL002610	supercont1.61	1653234	1654233	-
AAEL016218	supercont1.61	1921706	1922705	+
AAEL002583	supercont1.61	1942844	1943843	+
AAEL002604	supercont1.61	2547184	2548183	+
AAEL002609	supercont1.61	2687084	2688083	+
AAEL016219	supercont1.61	3124271	3125270	-
AAEL011768	supercont1.610	43955	44954	-
AAEL011771	supercont1.610	74613	75612	-
AAEL011766	supercont1.610	250597	251596	-
AAEL011763	supercont1.610	281584	282583	-
AAEL011764	supercont1.610	310382	311381	-
AAEL011765	supercont1.610	331739	332738	+
AAEL011767	supercont1.610	525524	526523	+
AAEL011762	supercont1.610	642534	643533	+
AAEL011770	supercont1.610	653306	654305	-
AAEL011761	supercont1.610	667840	668839	-
AAEL011769	supercont1.610	691097	692096	-
AAEL011773	supercont1.611	1311	2310	+
AAEL011772	supercont1.611	798243	799242	-
AAEL011779	supercont1.612	167372	168371	+
AAEL011780	supercont1.612	216022	217021	+
AAEL011784	supercont1.612	253097	254096	-
AAEL011776	supercont1.612	352816	353815	-
AAEL011781	supercont1.612	356366	357365	+
AAEL011777	supercont1.612	382810	383809	+
AAEL011782	supercont1.612	407829	408828	-
AAEL011778	supercont1.612	420796	421795	+
AAEL011775	supercont1.612	491730	492729	-
AAEL011774	supercont1.612	501113	502112	-
AAEL011783	supercont1.612	533885	534884	-
AAEL011785	supercont1.612	544430	545429	-
AAEL011787	supercont1.613	53620	54619	-
AAEL011786	supercont1.613	131299	132298	-
AAEL011793	supercont1.614	22537	23536	+
AAEL011789	supercont1.614	32683	33682	+
AAEL011791	supercont1.614	82906	83905	-
AAEL011790	supercont1.614	103368	104367	-
AAEL011794	supercont1.614	121635	122634	+
AAEL011788	supercont1.614	134659	135658	+
AAEL011792	supercont1.614	420529	421528	-
AAEL011800	supercont1.615	117809	118808	+
AAEL011801	supercont1.615	232510	233509	-
AAEL011803	supercont1.615	399256	400255	+
AAEL016790	supercont1.615	441292	442291	+
AAEL011796	supercont1.615	476745	477744	-
AAEL011799	supercont1.615	486204	487203	-
AAEL011797	supercont1.615	492431	493430	-
AAEL011804	supercont1.615	548519	549518	+
AAEL011798	supercont1.615	565111	566110	+
AAEL011802	supercont1.615	604210	605209	+
AAEL011795	supercont1.615	633249	634248	+
AAEL011818	supercont1.616	47651	48650	+
AAEL011806	supercont1.616	143229	144228	-
AAEL011809	supercont1.616	267224	268223	+
AAEL011808	supercont1.616	285687	286686	+
AAEL011810	supercont1.616	304947	305946	-
AAEL011820	supercont1.616	325411	326410	-
AAEL011819	supercont1.616	375000	375999	+
AAEL011812	supercont1.616	418059	419058	-
AAEL011814	supercont1.616	423327	424326	+
AAEL011817	supercont1.616	443752	444751	-
AAEL011815	supercont1.616	449457	450456	+
AAEL011805	supercont1.616	472005	473004	-
AAEL011816	supercont1.616	474342	475341	+
AAEL011807	supercont1.616	497546	498545	+
AAEL011813	supercont1.616	532723	533722	-
AAEL011811	supercont1.616	538405	539404	+
AAEL011821	supercont1.617	174964	175963	-
AAEL011824	supercont1.617	688944	689943	+
AAEL011822	supercont1.617	707820	708819	-
AAEL011823	supercont1.617	723947	724946	-
AAEL016791	supercont1.618	293313	294312	+
AAEL011826	supercont1.618	390158	391157	+
AAEL011825	supercont1.618	564621	565620	-
AAEL011827	supercont1.618	640280	641279	-
AAEL011831	supercont1.619	30859	31858	-
AAEL011832	supercont1.619	137404	138403	+
AAEL011829	supercont1.619	255750	256749	+
AAEL011834	supercont1.619	310024	311023	-
AAEL011828	supercont1.619	321251	322250	-
AAEL016792	supercont1.619	326718	327717	+
AAEL011830	supercont1.619	419488	420487	+
AAEL011833	supercont1.619	440957	441956	-
AAEL002644	supercont1.62	9355	10354	+
AAEL002649	supercont1.62	9492	10491	-
AAEL002643	supercont1.62	289226	290225	-
AAEL002653	supercont1.62	454544	455543	+
AAEL002651	supercont1.62	590644	591643	-
AAEL002646	supercont1.62	722439	723438	+
AAEL002652	supercont1.62	805894	806893	-
AAEL002641	supercont1.62	815953	816952	+
AAEL002640	supercont1.62	1608599	1609598	+
AAEL002635	supercont1.62	1774564	1775563	-
AAEL002636	supercont1.62	2269807	2270806	-
AAEL002647	supercont1.62	2271561	2272560	+
AAEL002650	supercont1.62	2305522	2306521	-
AAEL002648	supercont1.62	2323661	2324660	+
AAEL002645	supercont1.62	2339720	2340719	+
AAEL002642	supercont1.62	2507887	2508886	-
AAEL002639	supercont1.62	2698514	2699513	-
AAEL002634	supercont1.62	2898682	2899681	+
AAEL002633	supercont1.62	2901232	2902231	-
AAEL002638	supercont1.62	2905757	2906756	+
AAEL002637	supercont1.62	3019234	3020233	-
AAEL002654	supercont1.62	3036541	3037540	+
AAEL011841	supercont1.620	3773	4772	+
AAEL011840	supercont1.620	108626	109625	-
AAEL011836	supercont1.620	141071	142070	-
AAEL011838	supercont1.620	145517	146516	+
AAEL011837	supercont1.620	487494	488493	+
AAEL011839	supercont1.620	511065	512064	-
AAEL011842	supercont1.620	536780	537779	+
AAEL011835	supercont1.620	680881	681880	-
AAEL011844	supercont1.621	528332	529331	-
AAEL011843	supercont1.621	597933	598932	+
AAEL011845	supercont1.621	723839	724838	+
AAEL011847	supercont1.622	34035	35034	+
AAEL011849	supercont1.622	68851	69850	+
AAEL011846	supercont1.622	226475	227474	-
AAEL011848	supercont1.622	649793	650792	-
AAEL011850	supercont1.622	651330	652329	+
AAEL011853	supercont1.623	120312	121311	-
AAEL011852	supercont1.623	126843	127842	-
AAEL011856	supercont1.623	140437	141436	+
AAEL011854	supercont1.623	150197	151196	-
AAEL011855	supercont1.623	627805	628804	+
AAEL011851	supercont1.623	638663	639662	-
AAEL011865	supercont1.624	37241	38240	+
AAEL011860	supercont1.624	131511	132510	+
AAEL011859	supercont1.624	190678	191677	+
AAEL011861	supercont1.624	220996	221995	+
AAEL011866	supercont1.624	266198	267197	-
AAEL011857	supercont1.624	271130	272129	+
AAEL011863	supercont1.624	291746	292745	-
AAEL011858	supercont1.624	482156	483155	-
AAEL011868	supercont1.624	507303	508302	-
AAEL011862	supercont1.624	548793	549792	-
AAEL011864	supercont1.624	556667	557666	+
AAEL011869	supercont1.624	584378	585377	+
AAEL011867	supercont1.624	657451	658450	+
AAEL011878	supercont1.625	133061	134060	-
AAEL011875	supercont1.625	380478	381477	-
AAEL011876	supercont1.625	420151	421150	-
AAEL011877	supercont1.625	435849	436848	+
AAEL011880	supercont1.625	441559	442558	+
AAEL011873	supercont1.625	442305	443304	+
AAEL011871	supercont1.625	474534	475533	-
AAEL011870	supercont1.625	485655	486654	+
AAEL011874	supercont1.625	550499	551498	+
AAEL011872	supercont1.625	593797	594796	-
AAEL011879	supercont1.625	606869	607868	+
AAEL011886	supercont1.626	97168	98167	+
AAEL011883	supercont1.626	343751	344750	+
AAEL016793	supercont1.626	355265	356264	-
AAEL011885	supercont1.626	382808	383807	+
AAEL011890	supercont1.626	529535	530534	+
AAEL011884	supercont1.626	582809	583808	+
AAEL011882	supercont1.626	585368	586367	+
AAEL011888	supercont1.626	593753	594752	+
AAEL011889	supercont1.626	614023	615022	+
AAEL011891	supercont1.626	615922	616921	+
AAEL011887	supercont1.626	641689	642688	-
AAEL011881	supercont1.626	650167	651166	-
AAEL016794	supercont1.627	58850	59849	+
AAEL011892	supercont1.627	700855	701854	+
AAEL011893	supercont1.627	720712	721711	-
AAEL011894	supercont1.627	774425	775424	+
AAEL011896	supercont1.628	105942	106941	+
AAEL011898	supercont1.628	174017	175016	-
AAEL011895	supercont1.628	205198	206197	+
AAEL011901	supercont1.628	235653	236652	-
AAEL011902	supercont1.628	264792	265791	-
AAEL011903	supercont1.628	308478	309477	-
AAEL011897	supercont1.628	312241	313240	+
AAEL011899	supercont1.628	347213	348212	-
AAEL011900	supercont1.628	406241	407240	-
AAEL011905	supercont1.629	79115	80114	+
AAEL011910	supercont1.629	203541	204540	+
AAEL011912	supercont1.629	214948	215947	+
AAEL011907	supercont1.629	239489	240488	-
AAEL011906	supercont1.629	249686	250685	+
AAEL011908	supercont1.629	251748	252747	+
AAEL011911	supercont1.629	280919	281918	+
AAEL011904	supercont1.629	295430	296429	-
AAEL011909	supercont1.629	443354	444353	-
AAEL002676	supercont1.63	138658	139657	-
AAEL016220	supercont1.63	537706	538705	+
AAEL016221	supercont1.63	548186	549185	+
AAEL016222	supercont1.63	549200	550199	+
AAEL002674	supercont1.63	586167	587166	-
AAEL016223	supercont1.63	597519	598518	-
AAEL016224	supercont1.63	599081	600080	+
AAEL016225	supercont1.63	600088	601087	+
AAEL016226	supercont1.63	637780	638779	-
AAEL016227	supercont1.63	638239	639238	-
AAEL016228	supercont1.63	638655	639654	-
AAEL016229	supercont1.63	639173	640172	+
AAEL016230	supercont1.63	640804	641803	-
AAEL016232	supercont1.63	641977	642976	+
AAEL016231	supercont1.63	642599	643598	-
AAEL016233	supercont1.63	681905	682904	-
AAEL016234	supercont1.63	682624	683623	+
AAEL016235	supercont1.63	684039	685038	+
AAEL016236	supercont1.63	684944	685943	+
AAEL016237	supercont1.63	703597	704596	-
AAEL016238	supercont1.63	711247	712246	+
AAEL002667	supercont1.63	807848	808847	+
AAEL002660	supercont1.63	852113	853112	+
AAEL002666	supercont1.63	898250	899249	+
AAEL002669	supercont1.63	911612	912611	+
AAEL002658	supercont1.63	929289	930288	+
AAEL016239	supercont1.63	967798	968797	-
AAEL016240	supercont1.63	1057404	1058403	-
AAEL016241	supercont1.63	1101957	1102956	-
AAEL016242	supercont1.63	1116670	1117669	-
AAEL016243	supercont1.63	1117316	1118315	-
AAEL016244	supercont1.63	1117466	1118465	-
AAEL016245	supercont1.63	1150075	1151074	+
AAEL016246	supercont1.63	1161661	1162660	-
AAEL016247	supercont1.63	1166180	1167179	+
AAEL002663	supercont1.63	1178138	1179137	+
AAEL002659	supercont1.63	1223846	1224845	+
AAEL016248	supercont1.63	1237374	1238373	+
AAEL016249	supercont1.63	1248079	1249078	+
AAEL002678	supercont1.63	1248516	1249515	+
AAEL002655	supercont1.63	1341589	1342588	-
AAEL002672	supercont1.63	1346617	1347616	+
AAEL002665	supercont1.63	1357494	1358493	+
AAEL002677	supercont1.63	1394765	1395764	-
AAEL002661	supercont1.63	1415030	1416029	+
AAEL016250	supercont1.63	1490340	1491339	-
AAEL002675	supercont1.63	1506413	1507412	+
AAEL016251	supercont1.63	1539815	1540814	+
AAEL016252	supercont1.63	1543172	1544171	-
AAEL016253	supercont1.63	1557731	1558730	-
AAEL016254	supercont1.63	1558568	1559567	-
AAEL016255	supercont1.63	1558959	1559958	-
AAEL016256	supercont1.63	1562558	1563557	-
AAEL002664	supercont1.63	1623724	1624723	-
AAEL002670	supercont1.63	1654309	1655308	-
AAEL002680	supercont1.63	1656565	1657564	+
AAEL002671	supercont1.63	1739878	1740877	+
AAEL002668	supercont1.63	1781632	1782631	-
AAEL002679	supercont1.63	1960155	1961154	+
AAEL002656	supercont1.63	1962336	1963335	-
AAEL002662	supercont1.63	2043035	2044034	+
AAEL002673	supercont1.63	2204240	2205239	-
AAEL002657	supercont1.63	2332934	2333933	-
AAEL011927	supercont1.631	67519	68518	-
AAEL011925	supercont1.631	85300	86299	+
AAEL011923	supercont1.631	138290	139289	+
AAEL011915	supercont1.631	138312	139311	-
AAEL011926	supercont1.631	186637	187636	+
AAEL011918	supercont1.631	215699	216698	+
AAEL011924	supercont1.631	276062	277061	+
AAEL011928	supercont1.631	365933	366932	+
AAEL011919	supercont1.631	499633	500632	-
AAEL011913	supercont1.631	503264	504263	+
AAEL011929	supercont1.631	520522	521521	+
AAEL011916	supercont1.631	530376	531375	+
AAEL011917	supercont1.631	542050	543049	+
AAEL011920	supercont1.631	558545	559544	-
AAEL011922	supercont1.631	564332	565331	-
AAEL011914	supercont1.631	616557	617556	+
AAEL011921	supercont1.631	643603	644602	-
AAEL011936	supercont1.632	205319	206318	+
AAEL011934	supercont1.632	209493	210492	-
AAEL011935	supercont1.632	228289	229288	+
AAEL011930	supercont1.632	243019	244018	-
AAEL011933	supercont1.632	319890	320889	-
AAEL011932	supercont1.632	340560	341559	-
AAEL011931	supercont1.632	495957	496956	-
AAEL011937	supercont1.633	586437	587436	-
AAEL011939	supercont1.634	2892	3891	+
AAEL011938	supercont1.634	4851	5850	-
AAEL011940	supercont1.634	36368	37367	+
AAEL011941	supercont1.634	645758	646757	+
AAEL011942	supercont1.635	102535	103534	+
AAEL011944	supercont1.635	470055	471054	+
AAEL011943	supercont1.635	654775	655774	+
AAEL011947	supercont1.636	19742	20741	-
AAEL011948	supercont1.636	89736	90735	-
AAEL011945	supercont1.636	194583	195582	-
AAEL011946	supercont1.636	275219	276218	+
AAEL011957	supercont1.637	139494	140493	-
AAEL011951	supercont1.637	168982	169981	-
AAEL011954	supercont1.637	178317	179316	-
AAEL011953	supercont1.637	228450	229449	+
AAEL011950	supercont1.637	300090	301089	-
AAEL011955	supercont1.637	430310	431309	+
AAEL011956	supercont1.637	485640	486639	+
AAEL011952	supercont1.637	562559	563558	-
AAEL011949	supercont1.637	602680	603679	+
AAEL011962	supercont1.638	71693	72692	+
AAEL011960	supercont1.638	149208	150207	-
AAEL011958	supercont1.638	154867	155866	+
AAEL011963	supercont1.638	168861	169860	-
AAEL011964	supercont1.638	191949	192948	+
AAEL011961	supercont1.638	222927	223926	-
AAEL011967	supercont1.638	304688	305687	+
AAEL011966	supercont1.638	388719	389718	+
AAEL011968	supercont1.638	411296	412295	+
AAEL011959	supercont1.638	425885	426884	+
AAEL011969	supercont1.638	518916	519915	+
AAEL011965	supercont1.638	557899	558898	-
AAEL011970	supercont1.639	6591	7590	+
AAEL011982	supercont1.639	68737	69736	-
AAEL011972	supercont1.639	69253	70252	+
AAEL011974	supercont1.639	91712	92711	+
AAEL011985	supercont1.639	92622	93621	-
AAEL011983	supercont1.639	113960	114959	-
AAEL011979	supercont1.639	126743	127742	+
AAEL011986	supercont1.639	186363	187362	-
AAEL011980	supercont1.639	356735	357734	+
AAEL011984	supercont1.639	372213	373212	-
AAEL011976	supercont1.639	399422	400421	-
AAEL011977	supercont1.639	414719	415718	-
AAEL011975	supercont1.639	516099	517098	-
AAEL011971	supercont1.639	524091	525090	-
AAEL011978	supercont1.639	525583	526582	+
AAEL011973	supercont1.639	567818	568817	+
AAEL011981	supercont1.639	651903	652902	-
AAEL002685	supercont1.64	626817	627816	+
AAEL002693	supercont1.64	663837	664836	-
AAEL016257	supercont1.64	875023	876022	+
AAEL002697	supercont1.64	924078	925077	-
AAEL002695	supercont1.64	924900	925899	-
AAEL002682	supercont1.64	1113376	1114375	+
AAEL002689	supercont1.64	1367489	1368488	-
AAEL002690	supercont1.64	1616930	1617929	+
AAEL002692	supercont1.64	1734385	1735384	+
AAEL002694	supercont1.64	1780063	1781062	-
AAEL002686	supercont1.64	1784580	1785579	-
AAEL002684	supercont1.64	1948234	1949233	-
AAEL016258	supercont1.64	2228021	2229020	-
AAEL002687	supercont1.64	2579667	2580666	+
AAEL002688	supercont1.64	2655004	2656003	-
AAEL002691	supercont1.64	2665414	2666413	+
AAEL002683	supercont1.64	2735587	2736586	-
AAEL002681	supercont1.64	2791696	2792695	+
AAEL002696	supercont1.64	2853738	2854737	+
AAEL011992	supercont1.640	12202	13201	-
AAEL011988	supercont1.640	41585	42584	+
AAEL011987	supercont1.640	75004	76003	+
AAEL011994	supercont1.640	128577	129576	+
AAEL011990	supercont1.640	197159	198158	+
AAEL011995	supercont1.640	257689	258688	+
AAEL011989	supercont1.640	306622	307621	-
AAEL011993	supercont1.640	312701	313700	+
AAEL011991	supercont1.640	341835	342834	-
AAEL011996	supercont1.640	376662	377661	-
AAEL011997	supercont1.641	502814	503813	-
AAEL011998	supercont1.642	349505	350504	+
AAEL012004	supercont1.643	707	1706	+
AAEL012007	supercont1.643	79919	80918	-
AAEL012008	supercont1.643	99419	100418	+
AAEL012009	supercont1.643	102875	103874	-
AAEL012000	supercont1.643	103158	104157	-
AAEL011999	supercont1.643	110025	111024	-
AAEL012010	supercont1.643	121155	122154	-
AAEL016795	supercont1.643	369509	370508	-
AAEL012005	supercont1.643	537892	538891	+
AAEL012011	supercont1.643	569258	570257	+
AAEL012003	supercont1.643	592052	593051	-
AAEL012001	supercont1.643	593999	594998	+
AAEL012002	supercont1.643	631262	632261	-
AAEL012006	supercont1.643	653948	654947	+
AAEL012014	supercont1.644	223254	224253	+
AAEL012017	supercont1.644	238458	239457	+
AAEL012021	supercont1.644	306316	307315	+
AAEL012016	supercont1.644	414070	415069	-
AAEL012019	supercont1.644	416000	416999	+
AAEL012015	supercont1.644	471367	472366	-
AAEL012020	supercont1.644	476512	477511	+
AAEL012013	supercont1.644	541525	542524	+
AAEL012022	supercont1.644	557216	558215	-
AAEL012018	supercont1.644	574118	575117	-
AAEL012012	supercont1.644	626812	627811	-
AAEL016796	supercont1.645	73754	74753	-
AAEL012023	supercont1.645	201836	202835	+
AAEL012024	supercont1.645	323703	324702	-
AAEL012034	supercont1.646	25961	26960	+
AAEL012026	supercont1.646	82075	83074	-
AAEL012032	supercont1.646	89619	90618	-
AAEL012027	supercont1.646	91218	92217	+
AAEL012025	supercont1.646	99230	100229	+
AAEL012035	supercont1.646	118645	119644	-
AAEL012029	supercont1.646	161757	162756	+
AAEL012031	supercont1.646	241769	242768	-
AAEL012033	supercont1.646	279887	280886	-
AAEL012030	supercont1.646	396945	397944	-
AAEL012028	supercont1.646	397889	398888	-
AAEL012038	supercont1.647	6135	7134	+
AAEL012040	supercont1.647	14453	15452	-
AAEL012037	supercont1.647	31805	32804	-
AAEL012036	supercont1.647	60333	61332	-
AAEL012041	supercont1.647	113851	114850	+
AAEL012039	supercont1.647	223731	224730	-
AAEL012053	supercont1.648	49475	50474	+
AAEL012046	supercont1.648	130612	131611	+
AAEL012049	supercont1.648	164273	165272	-
AAEL012055	supercont1.648	173226	174225	+
AAEL012054	supercont1.648	207372	208371	-
AAEL012043	supercont1.648	360584	361583	+
AAEL016797	supercont1.648	391866	392865	-
AAEL012052	supercont1.648	397739	398738	-
AAEL012048	supercont1.648	455730	456729	-
AAEL012051	supercont1.648	478558	479557	-
AAEL012044	supercont1.648	489409	490408	-
AAEL012042	supercont1.648	489905	490904	+
AAEL012050	supercont1.648	493900	494899	+
AAEL012056	supercont1.648	624689	625688	-
AAEL012047	supercont1.648	686366	687365	-
AAEL012045	supercont1.648	710247	711246	-
AAEL012057	supercont1.649	206683	207682	+
AAEL012058	supercont1.649	305104	306103	+
AAEL002710	supercont1.65	248439	249438	+
AAEL002726	supercont1.65	304409	305408	-
AAEL002724	supercont1.65	421188	422187	+
AAEL002698	supercont1.65	447353	448352	+
AAEL002723	supercont1.65	555460	556459	-
AAEL002728	supercont1.65	560242	561241	+
AAEL002722	supercont1.65	563154	564153	-
AAEL002719	supercont1.65	571425	572424	+
AAEL002714	supercont1.65	588506	589505	-
AAEL002709	supercont1.65	615319	616318	+
AAEL002721	supercont1.65	932859	933858	-
AAEL016259	supercont1.65	988497	989496	+
AAEL016260	supercont1.65	1012495	1013494	+
AAEL002699	supercont1.65	1123681	1124680	-
AAEL002720	supercont1.65	1148927	1149926	+
AAEL002725	supercont1.65	1178398	1179397	+
AAEL002704	supercont1.65	1199425	1200424	-
AAEL002731	supercont1.65	1234681	1235680	-
AAEL002730	supercont1.65	1246197	1247196	+
AAEL002715	supercont1.65	1276021	1277020	+
AAEL002707	supercont1.65	1400695	1401694	+
AAEL002702	supercont1.65	1443822	1444821	+
AAEL002712	supercont1.65	1485954	1486953	+
AAEL002708	supercont1.65	1512852	1513851	-
AAEL002729	supercont1.65	1530467	1531466	+
AAEL002706	supercont1.65	1539824	1540823	+
AAEL002711	supercont1.65	1630700	1631699	-
AAEL002700	supercont1.65	1665314	1666313	-
AAEL002718	supercont1.65	1725517	1726516	-
AAEL002701	supercont1.65	1852839	1853838	+
AAEL002705	supercont1.65	2176919	2177918	+
AAEL002727	supercont1.65	2728441	2729440	+
AAEL002713	supercont1.65	2782227	2783226	-
AAEL002703	supercont1.65	2801533	2802532	-
AAEL002716	supercont1.65	2832852	2833851	+
AAEL002717	supercont1.65	2856089	2857088	-
AAEL016261	supercont1.65	2924642	2925641	+
AAEL012065	supercont1.650	96482	97481	+
AAEL012059	supercont1.650	159271	160270	+
AAEL012063	supercont1.650	190297	191296	+
AAEL012060	supercont1.650	225434	226433	+
AAEL012061	supercont1.650	243426	244425	+
AAEL012066	supercont1.650	262488	263487	-
AAEL012064	supercont1.650	295503	296502	-
AAEL012062	supercont1.650	511971	512970	+
AAEL012068	supercont1.651	607521	608520	-
AAEL012067	supercont1.651	621558	622557	-
AAEL012074	supercont1.652	10794	11793	+
AAEL012077	supercont1.652	30340	31339	-
AAEL012073	supercont1.652	48164	49163	-
AAEL012078	supercont1.652	53712	54711	-
AAEL012070	supercont1.652	72811	73810	-
AAEL012080	supercont1.652	77030	78029	-
AAEL012079	supercont1.652	82601	83600	+
AAEL012081	supercont1.652	150777	151776	-
AAEL012084	supercont1.652	156938	157937	+
AAEL012075	supercont1.652	206663	207662	-
AAEL012076	supercont1.652	223707	224706	-
AAEL012071	supercont1.652	237649	238648	+
AAEL012083	supercont1.652	330207	331206	-
AAEL012072	supercont1.652	412741	413740	-
AAEL012082	supercont1.652	533963	534962	+
AAEL016798	supercont1.652	581943	582942	+
AAEL012069	supercont1.652	593957	594956	+
AAEL012086	supercont1.653	177755	178754	-
AAEL012087	supercont1.653	200004	201003	-
AAEL012085	supercont1.653	298172	299171	+
AAEL012089	supercont1.654	73071	74070	+
AAEL012088	supercont1.654	222596	223595	-
AAEL012090	supercont1.654	437035	438034	-
AAEL012092	supercont1.655	127122	128121	+
AAEL012093	supercont1.655	159419	160418	-
AAEL012091	supercont1.655	270709	271708	-
AAEL012097	supercont1.656	21133	22132	-
AAEL012100	supercont1.656	193295	194294	+
AAEL012099	supercont1.656	325709	326708	+
AAEL012096	supercont1.656	343581	344580	+
AAEL012105	supercont1.656	371352	372351	-
AAEL012095	supercont1.656	388571	389570	+
AAEL012107	supercont1.656	404073	405072	-
AAEL012101	supercont1.656	410481	411480	+
AAEL012110	supercont1.656	432010	433009	-
AAEL012103	supercont1.656	441945	442944	+
AAEL012104	supercont1.656	445221	446220	+
AAEL012108	supercont1.656	445554	446553	-
AAEL012109	supercont1.656	452401	453400	-
AAEL012098	supercont1.656	470236	471235	+
AAEL012094	supercont1.656	522128	523127	+
AAEL012106	supercont1.656	558342	559341	+
AAEL012102	supercont1.656	597562	598561	-
AAEL012125	supercont1.657	125386	126385	+
AAEL012114	supercont1.657	187476	188475	+
AAEL012118	supercont1.657	357525	358524	+
AAEL012124	supercont1.657	429930	430929	+
AAEL012117	supercont1.657	464122	465121	-
AAEL012121	supercont1.657	510806	511805	-
AAEL012113	supercont1.657	511455	512454	-
AAEL012126	supercont1.657	515669	516668	+
AAEL012119	supercont1.657	534967	535966	-
AAEL012116	supercont1.657	535450	536449	+
