#EnsemblGeneID(0)	Chromosome(1)	ExonStart(bp)(2)	ExonEnd(bp)(3)	Strand(4)
AAEL013771	supercont1.918	288284	288525	-
AAEL013771	supercont1.918	287438	287562	-
AAEL013771	supercont1.918	287659	288217	-
AAEL013771	supercont1.918	288284	288525	-
AAEL004635	supercont1.125	1013519	1013558	+
AAEL004635	supercont1.125	1013937	1014360	+
AAEL004635	supercont1.125	1014522	1014599	+
AAEL004635	supercont1.125	1015315	1015457	+
AAEL004635	supercont1.125	1015653	1015865	+
AAEL004635	supercont1.125	1016124	1016368	+
AAEL004635	supercont1.125	1016433	1016598	+
AAEL004635	supercont1.125	1016666	1016808	+
AAEL012123	supercont1.657	567266	567465	+
AAEL012123	supercont1.657	567539	567616	+
AAEL012123	supercont1.657	567679	567853	+
AAEL012123	supercont1.657	568300	568895	+
AAEL009693	supercont1.419	193168	193276	-
AAEL009693	supercont1.419	193337	193469	-
AAEL009693	supercont1.419	193870	193971	-
AAEL009693	supercont1.419	194444	194471	-
AAEL000374	supercont1.6	542238	542944	-
AAEL000374	supercont1.6	543020	543154	-
AAEL013563	supercont1.870	45873	46103	-
AAEL013563	supercont1.870	46158	46359	-
AAEL013563	supercont1.870	46431	46957	-
AAEL000607	supercont1.12	870308	870553	+
AAEL013607	supercont1.884	220061	220107	-
AAEL013607	supercont1.884	223051	223156	-
AAEL001236	supercont1.27	980863	982303	+
AAEL005742	supercont1.172	1553470	1553795	-
AAEL005742	supercont1.172	1561332	1561396	-
AAEL005742	supercont1.172	1561457	1561615	-
AAEL005742	supercont1.172	1561670	1561749	-
AAEL004094	supercont1.107	1281801	1281823	+
AAEL004094	supercont1.107	1282905	1283482	+
AAEL004094	supercont1.107	1297102	1297282	+
AAEL004094	supercont1.107	1297989	1298045	+
AAEL004094	supercont1.107	1299165	1299313	+
AAEL004094	supercont1.107	1299498	1299852	+
AAEL007346	supercont1.249	607647	608322	-
AAEL007346	supercont1.249	608385	608505	-
AAEL007346	supercont1.249	608615	609127	-
AAEL007346	supercont1.249	609184	609216	-
AAEL005271	supercont1.148	2052399	2053706	+
AAEL005271	supercont1.148	2086887	2087428	+
AAEL013144	supercont1.796	143067	144075	-
AAEL013144	supercont1.796	172701	172927	-
AAEL013144	supercont1.796	173128	173254	-
AAEL011015	supercont1.534	633265	634168	+
AAEL013449	supercont1.847	211917	211922	+
AAEL013449	supercont1.847	211983	212205	+
AAEL013449	supercont1.847	212263	212810	+
AAEL008032	supercont1.296	761147	762145	+
AAEL008032	supercont1.296	811832	812293	+
AAEL008032	supercont1.296	827255	827377	+
AAEL010386	supercont1.474	524606	524814	+
AAEL010386	supercont1.474	524835	524908	+
AAEL010386	supercont1.474	524995	525153	+
AAEL010386	supercont1.474	529775	530996	+
AAEL007714	supercont1.276	602881	603665	-
AAEL009686	supercont1.418	565361	566043	+
AAEL009686	supercont1.418	590408	590648	+
AAEL009686	supercont1.418	590703	590901	+
AAEL009686	supercont1.418	590961	591167	+
AAEL009686	supercont1.418	591236	591569	+
AAEL011852	supercont1.623	126306	126842	-
AAEL001262	supercont1.28	2863070	2863234	-
AAEL001262	supercont1.28	2872011	2872112	-
AAEL001262	supercont1.28	2872203	2872963	-
AAEL001262	supercont1.28	2888818	2888866	-
AAEL011752	supercont1.608	620224	620907	-
AAEL011752	supercont1.608	620982	621128	-
AAEL011752	supercont1.608	621341	621378	-
AAEL011752	supercont1.608	625556	625565	-
AAEL001832	supercont1.43	2955107	2955216	+
AAEL001832	supercont1.43	2955625	2955771	+
AAEL001832	supercont1.43	2963673	2965049	+
AAEL001746	supercont1.41	1265975	1267522	-
AAEL001746	supercont1.41	1267928	1268073	-
AAEL001746	supercont1.41	1268145	1269155	-
AAEL001746	supercont1.41	1269215	1269446	-
AAEL001746	supercont1.41	1269511	1269700	-
AAEL001746	supercont1.41	1269758	1269999	-
AAEL001746	supercont1.41	1291776	1291954	-
AAEL001746	supercont1.41	1292589	1292755	-
AAEL001746	supercont1.41	1300880	1300947	-
AAEL005936	supercont1.180	569672	569684	+
AAEL005936	supercont1.180	576769	577005	+
AAEL005936	supercont1.180	583937	584034	+
AAEL014980	supercont1.1378	18	292	-
AAEL014980	supercont1.1378	354	1103	-
AAEL014980	supercont1.1378	5550	5781	-
AAEL014717	supercont1.1234	154219	154955	+
AAEL014717	supercont1.1234	155014	155201	+
AAEL014717	supercont1.1234	155302	155495	+
AAEL014717	supercont1.1234	162914	163054	+
AAEL005186	supercont1.145	1845322	1845880	-
AAEL005186	supercont1.145	1845941	1846122	-
AAEL005186	supercont1.145	1846185	1846289	-
AAEL005186	supercont1.145	1846394	1846506	-
AAEL005186	supercont1.145	1847341	1847749	-
AAEL005186	supercont1.145	1847812	1848001	-
AAEL005186	supercont1.145	1848056	1848166	-
AAEL005186	supercont1.145	1848231	1848556	-
AAEL005186	supercont1.145	1848615	1848716	-
AAEL005186	supercont1.145	1848798	1848939	-
AAEL005186	supercont1.145	1849537	1849607	-
AAEL011529	supercont1.588	84337	84646	-
AAEL011529	supercont1.588	84710	84777	-
AAEL006121	supercont1.191	1526659	1526673	+
AAEL006121	supercont1.191	1526740	1527134	+
AAEL006121	supercont1.191	1533089	1534078	+
AAEL014612	supercont1.1188	105590	106982	-
AAEL014612	supercont1.1188	107043	107119	-
AAEL009510	supercont1.401	319111	322953	+
AAEL003054	supercont1.76	37356	37986	-
AAEL003054	supercont1.76	42501	42709	-
AAEL003054	supercont1.76	42817	42941	-
AAEL003498	supercont1.88	141146	141424	-
AAEL003498	supercont1.88	141548	141718	-
AAEL003498	supercont1.88	141846	141995	-
AAEL003498	supercont1.88	142058	143203	-
AAEL003498	supercont1.88	165045	165197	-
AAEL003498	supercont1.88	165265	166344	-
AAEL003498	supercont1.88	168947	169833	-
AAEL003498	supercont1.88	177743	177879	-
AAEL003498	supercont1.88	178128	178255	-
AAEL003498	supercont1.88	178409	179026	-
AAEL003498	supercont1.88	179846	180035	-
AAEL003498	supercont1.88	209768	209844	-
AAEL003498	supercont1.88	210013	210121	-
AAEL005252	supercont1.147	682566	683134	-
AAEL005252	supercont1.147	683194	683376	-
AAEL005252	supercont1.147	692085	692293	-
AAEL006268	supercont1.198	1201661	1201953	-
AAEL006268	supercont1.198	1202434	1202589	-
AAEL006268	supercont1.198	1213582	1213694	-
AAEL006268	supercont1.198	1228752	1228823	-
AAEL006268	supercont1.198	1234939	1234979	-
AAEL007588	supercont1.265	971996	972185	+
AAEL007588	supercont1.265	972247	972730	+
AAEL009372	supercont1.393	617709	617942	+
AAEL009372	supercont1.393	618006	618264	+
AAEL009372	supercont1.393	643947	644448	+
AAEL009372	supercont1.393	644475	644502	+
AAEL009372	supercont1.393	644765	644812	+
AAEL009372	supercont1.393	644872	645005	+
AAEL009372	supercont1.393	645073	645152	+
AAEL009372	supercont1.393	645167	645311	+
AAEL009372	supercont1.393	645377	645538	+
AAEL009372	supercont1.393	645598	645763	+
AAEL009372	supercont1.393	668458	668559	+
AAEL009372	supercont1.393	668623	669510	+
AAEL009372	supercont1.393	603727	603775	+
AAEL009372	supercont1.393	617308	617572	+
AAEL009372	supercont1.393	617732	617942	+
AAEL009372	supercont1.393	618006	618264	+
AAEL009372	supercont1.393	643947	644448	+
AAEL009372	supercont1.393	644475	644502	+
AAEL009372	supercont1.393	644765	644812	+
AAEL009372	supercont1.393	644872	645005	+
AAEL009372	supercont1.393	645073	645152	+
AAEL009372	supercont1.393	645167	645311	+
AAEL009372	supercont1.393	645377	645538	+
AAEL009372	supercont1.393	645598	645763	+
AAEL009372	supercont1.393	668458	668559	+
AAEL009372	supercont1.393	668623	669526	+
AAEL013798	supercont1.923	348864	349026	+
AAEL013798	supercont1.923	349092	349475	+
AAEL013798	supercont1.923	349538	350170	+
AAEL013798	supercont1.923	350233	350573	+
AAEL008978	supercont1.361	663923	663931	+
AAEL008978	supercont1.361	664003	664311	+
AAEL012132	supercont1.658	326230	326484	+
AAEL006066	supercont1.188	1256129	1256858	-
AAEL006066	supercont1.188	1256919	1257082	-
AAEL006066	supercont1.188	1257137	1257256	-
AAEL007437	supercont1.256	355864	355906	+
AAEL007437	supercont1.256	365677	366763	+
AAEL007437	supercont1.256	367217	367547	+
AAEL013648	supercont1.889	173817	173935	+
AAEL013648	supercont1.889	173997	174087	+
AAEL013648	supercont1.889	189514	189768	+
AAEL013648	supercont1.889	189837	189982	+
AAEL013648	supercont1.889	199856	200158	+
AAEL013648	supercont1.889	200742	200984	+
AAEL013648	supercont1.889	202094	202245	+
AAEL013648	supercont1.889	202308	202413	+
AAEL013648	supercont1.889	202473	202790	+
AAEL003921	supercont1.100	708923	709070	+
AAEL003921	supercont1.100	709145	709563	+
AAEL006711	supercont1.218	1117019	1117209	+
AAEL006711	supercont1.218	1168570	1168841	+
AAEL006711	supercont1.218	1182493	1182572	+
AAEL006711	supercont1.218	1182632	1182793	+
AAEL006711	supercont1.218	1182851	1184395	+
AAEL003825	supercont1.98	2004379	2004506	+
AAEL003825	supercont1.98	2004588	2005317	+
AAEL014252	supercont1.1050	280440	280503	+
AAEL014252	supercont1.1050	280617	280844	+
AAEL014252	supercont1.1050	281050	282305	+
AAEL000223	supercont1.4	3845501	3847232	+
AAEL000223	supercont1.4	3847298	3847558	+
AAEL007096	supercont1.235	90478	91297	+
AAEL007096	supercont1.235	91353	91776	+
AAEL002628	supercont1.61	1275041	1275074	+
AAEL002628	supercont1.61	1281050	1281290	+
AAEL002628	supercont1.61	1287078	1287267	+
AAEL002628	supercont1.61	1301940	1302141	+
AAEL002628	supercont1.61	1315171	1315296	+
AAEL002628	supercont1.61	1315553	1315750	+
AAEL002628	supercont1.61	1320248	1323746	+
AAEL014179	supercont1.1028	246655	246666	+
AAEL014179	supercont1.1028	247182	247277	+
AAEL014179	supercont1.1028	247335	247467	+
AAEL014179	supercont1.1028	254623	254766	+
AAEL014179	supercont1.1028	255822	255832	+
AAEL014850	supercont1.1294	59417	59738	-
AAEL014850	supercont1.1294	60145	60503	-
AAEL011868	supercont1.624	505707	507048	-
AAEL011868	supercont1.624	507111	507302	-
AAEL010489	supercont1.481	886756	886997	-
AAEL010489	supercont1.481	896197	896270	-
AAEL010489	supercont1.481	896330	897584	-
AAEL010489	supercont1.481	897992	898011	-
AAEL011482	supercont1.584	423953	423988	+
AAEL011482	supercont1.584	424065	424226	+
AAEL011482	supercont1.584	424324	424572	+
AAEL011482	supercont1.584	424642	424743	+
AAEL009980	supercont1.443	953845	954440	-
AAEL009980	supercont1.443	956882	956894	-
AAEL005167	supercont1.144	1613483	1614355	+
AAEL003871	supercont1.99	626034	626342	-
AAEL003871	supercont1.99	626409	626521	-
AAEL003871	supercont1.99	627086	627541	-
AAEL003871	supercont1.99	627672	627797	-
AAEL012310	supercont1.677	203736	204571	-
AAEL012310	supercont1.677	205207	205290	-
AAEL012310	supercont1.677	205353	205435	-
AAEL012310	supercont1.677	205495	206263	-
AAEL012310	supercont1.677	222857	223037	-
AAEL012310	supercont1.677	223180	223400	-
AAEL009682	supercont1.418	571393	571745	-
AAEL009682	supercont1.418	571809	572074	-
AAEL009682	supercont1.418	572136	572299	-
AAEL009682	supercont1.418	572359	572442	-
AAEL005741	supercont1.172	1816019	1816049	+
AAEL005741	supercont1.172	1816570	1816762	+
AAEL005741	supercont1.172	1817081	1817165	+
AAEL005741	supercont1.172	1817508	1817875	+
AAEL005741	supercont1.172	1817940	1818018	+
AAEL005741	supercont1.172	1818093	1818153	+
AAEL005741	supercont1.172	1818221	1818289	+
AAEL005741	supercont1.172	1826004	1826808	+
AAEL000266	supercont1.5	3889782	3889914	+
AAEL000266	supercont1.5	3896011	3896269	+
AAEL000266	supercont1.5	3916220	3916796	+
AAEL014301	supercont1.1064	269985	270641	-
AAEL014301	supercont1.1064	283259	283935	-
AAEL014301	supercont1.1064	284220	284599	-
AAEL014301	supercont1.1064	285548	285712	-
AAEL014301	supercont1.1064	285773	285987	-
AAEL014301	supercont1.1064	288706	288940	-
AAEL014301	supercont1.1064	289009	289138	-
AAEL014301	supercont1.1064	289198	289453	-
AAEL014301	supercont1.1064	292405	292668	-
AAEL014301	supercont1.1064	292955	293072	-
AAEL011857	supercont1.624	272130	273588	+
AAEL011857	supercont1.624	276747	277647	+
AAEL005422	supercont1.155	1663653	1663768	-
AAEL005422	supercont1.155	1669475	1669593	-
AAEL005422	supercont1.155	1669650	1670240	-
AAEL005422	supercont1.155	1670317	1670504	-
AAEL005422	supercont1.155	1672463	1672634	-
AAEL005422	supercont1.155	1672700	1673176	-
AAEL005422	supercont1.155	1700447	1700496	-
AAEL009054	supercont1.366	44031	45148	-
AAEL009054	supercont1.366	45230	45307	-
AAEL009054	supercont1.366	59768	59780	-
AAEL015303	supercont1.1774	22321	22846	-
AAEL015303	supercont1.1774	22913	23052	-
AAEL002083	supercont1.48	2022309	2022428	+
AAEL002083	supercont1.48	2028116	2029413	+
AAEL002083	supercont1.48	2031371	2031549	+
AAEL002083	supercont1.48	2031646	2033142	+
AAEL006606	supercont1.213	674799	674815	+
AAEL006606	supercont1.213	691591	691888	+
AAEL005857	supercont1.177	174192	176313	-
AAEL005857	supercont1.177	176377	176543	-
AAEL015499	supercont1.2733	6977	7459	-
AAEL000511	supercont1.9	3362365	3362602	+
AAEL000511	supercont1.9	3368816	3368953	+
AAEL000511	supercont1.9	3369080	3369617	+
AAEL000511	supercont1.9	3372652	3372849	+
AAEL000511	supercont1.9	3372909	3373616	+
AAEL000511	supercont1.9	3373687	3373859	+
AAEL000511	supercont1.9	3385847	3386106	+
AAEL014260	supercont1.1051	39409	39503	+
AAEL014260	supercont1.1051	39578	40520	+
AAEL014260	supercont1.1051	58395	58981	+
AAEL014260	supercont1.1051	59712	63897	+
AAEL009296	supercont1.387	879356	879832	+
AAEL008731	supercont1.345	836467	836579	+
AAEL008731	supercont1.345	836655	836820	+
AAEL008731	supercont1.345	856529	856706	+
AAEL007898	supercont1.288	811868	811926	+
AAEL007898	supercont1.288	811985	812261	+
AAEL007898	supercont1.288	812334	814904	+
AAEL007898	supercont1.288	820894	834033	+
AAEL007898	supercont1.288	834168	834321	+
AAEL007898	supercont1.288	834413	835740	+
AAEL007898	supercont1.288	835810	838803	+
AAEL007898	supercont1.288	844484	844789	+
AAEL007898	supercont1.288	845227	845375	+
AAEL007898	supercont1.288	845931	846741	+
AAEL007898	supercont1.288	846807	846965	+
AAEL007898	supercont1.288	847023	847235	+
AAEL007898	supercont1.288	847299	847560	+
AAEL007898	supercont1.288	854928	856514	+
AAEL007898	supercont1.288	865323	870757	+
AAEL007898	supercont1.288	873646	874206	+
AAEL007898	supercont1.288	874607	877500	+
AAEL007898	supercont1.288	877647	877682	+
AAEL007898	supercont1.288	877774	878406	+
AAEL007898	supercont1.288	878470	878602	+
AAEL007898	supercont1.288	879723	879772	+
AAEL007898	supercont1.288	879876	880621	+
AAEL010379	supercont1.474	313030	313224	+
AAEL010379	supercont1.474	313315	313508	+
AAEL010379	supercont1.474	322995	323240	+
AAEL010379	supercont1.474	323304	323475	+
AAEL010379	supercont1.474	323538	324197	+
AAEL010379	supercont1.474	324258	325091	+
AAEL010379	supercont1.474	325168	325880	+
AAEL010379	supercont1.474	325939	326101	+
AAEL010379	supercont1.474	326162	326356	+
AAEL010379	supercont1.474	326418	327570	+
AAEL014898	supercont1.1328	35459	35716	+
AAEL014898	supercont1.1328	35774	36209	+
AAEL012783	supercont1.739	317289	317615	-
AAEL012783	supercont1.739	317673	319015	-
AAEL012783	supercont1.739	319084	319724	-
AAEL012783	supercont1.739	319781	320472	-
AAEL003557	supercont1.90	164021	164267	-
AAEL003557	supercont1.90	164326	164582	-
AAEL003557	supercont1.90	164644	164832	-
AAEL010107	supercont1.453	287822	289088	-
AAEL010107	supercont1.453	289153	289327	-
AAEL004262	supercont1.112	1589918	1589923	+
AAEL004262	supercont1.112	1590025	1590221	+
AAEL004262	supercont1.112	1590281	1590651	+
AAEL004262	supercont1.112	1590785	1591084	+
AAEL004262	supercont1.112	1591144	1591344	+
AAEL004262	supercont1.112	1594702	1594859	+
AAEL011239	supercont1.559	498997	499091	+
AAEL011239	supercont1.559	522931	523746	+
AAEL011239	supercont1.559	523813	524149	+
AAEL001169	supercont1.24	3518962	3519111	+
AAEL001169	supercont1.24	3519171	3520007	+
AAEL001169	supercont1.24	3520255	3520930	+
AAEL001169	supercont1.24	3529320	3529807	+
AAEL001169	supercont1.24	3533335	3533630	+
AAEL001169	supercont1.24	3533691	3533924	+
AAEL000752	supercont1.16	394855	396044	-
AAEL000752	supercont1.16	396102	396253	-
AAEL000752	supercont1.16	409309	409899	-
AAEL000752	supercont1.16	410586	410599	-
AAEL000752	supercont1.16	394857	395163	-
AAEL000752	supercont1.16	395373	395532	-
AAEL000752	supercont1.16	395715	396044	-
AAEL000752	supercont1.16	396102	396253	-
AAEL000752	supercont1.16	409309	409899	-
AAEL000752	supercont1.16	410586	410599	-
AAEL003917	supercont1.100	2593895	2594525	-
AAEL003917	supercont1.100	2594589	2594781	-
AAEL007205	supercont1.243	1509777	1509932	-
AAEL007205	supercont1.243	1541013	1541203	-
AAEL007205	supercont1.243	1541280	1541451	-
AAEL007205	supercont1.243	1563367	1563501	-
AAEL007205	supercont1.243	1564442	1564593	-
AAEL007205	supercont1.243	1571347	1571826	-
AAEL007205	supercont1.243	1602365	1602608	-
AAEL004421	supercont1.119	2065651	2065869	+
AAEL004421	supercont1.119	2065922	2065963	+
AAEL003093	supercont1.77	1792705	1794081	-
AAEL003093	supercont1.77	1809071	1809207	-
AAEL003093	supercont1.77	1822071	1822233	-
AAEL003093	supercont1.77	1822792	1822872	-
AAEL003093	supercont1.77	1822943	1823133	-
AAEL003093	supercont1.77	1830768	1830809	-
AAEL003093	supercont1.77	1832618	1832741	-
AAEL012089	supercont1.654	74071	74251	+
AAEL012089	supercont1.654	74312	74445	+
AAEL000982	supercont1.20	3700944	3701661	-
AAEL000982	supercont1.20	3713856	3714325	-
AAEL013738	supercont1.906	158743	159588	-
AAEL013738	supercont1.906	159748	159838	-
AAEL009300	supercont1.387	1001301	1001366	-
AAEL009300	supercont1.387	1001431	1001582	-
AAEL009300	supercont1.387	1001988	1002126	-
AAEL009300	supercont1.387	1009084	1009092	-
AAEL012546	supercont1.709	265589	265794	-
AAEL012546	supercont1.709	265859	267060	-
AAEL012546	supercont1.709	274206	275239	-
AAEL012546	supercont1.709	275299	275511	-
AAEL007088	supercont1.235	34686	35695	-
AAEL007088	supercont1.235	35761	35979	-
AAEL007088	supercont1.235	36096	36170	-
AAEL007088	supercont1.235	36233	37252	-
AAEL007088	supercont1.235	43628	43863	-
AAEL011697	supercont1.603	689466	689543	+
AAEL011697	supercont1.603	689610	690287	+
AAEL011697	supercont1.603	703938	704754	+
AAEL011697	supercont1.603	704817	704921	+
AAEL011697	supercont1.603	705029	705337	+
AAEL009638	supercont1.414	208961	209011	+
AAEL009638	supercont1.414	209073	210050	+
AAEL008343	supercont1.318	1284872	1285106	+
AAEL008343	supercont1.318	1285171	1285507	+
AAEL008343	supercont1.318	1285569	1285932	+
AAEL008343	supercont1.318	1311492	1311581	+
AAEL001160	supercont1.24	1775913	1777477	+
AAEL001160	supercont1.24	1777539	1777684	+
AAEL001160	supercont1.24	1777750	1777934	+
AAEL015126	supercont1.1509	12269	12442	-
AAEL015126	supercont1.1509	12505	13026	-
AAEL006381	supercont1.202	1186131	1186497	-
AAEL006381	supercont1.202	1186560	1187534	-
AAEL006381	supercont1.202	1187593	1188053	-
AAEL006381	supercont1.202	1188258	1188372	-
AAEL004309	supercont1.114	2415316	2415917	-
AAEL004309	supercont1.114	2416244	2416693	-
AAEL006805	supercont1.221	330806	332745	-
AAEL006805	supercont1.221	332809	333098	-
AAEL006805	supercont1.221	341230	341238	-
AAEL009223	supercont1.381	760171	760191	+
AAEL009223	supercont1.381	760250	760618	+
AAEL006331	supercont1.201	1376564	1376673	+
AAEL006331	supercont1.201	1377756	1379565	+
AAEL006331	supercont1.201	1399977	1400134	+
AAEL006331	supercont1.201	1400198	1400558	+
AAEL006730	supercont1.219	1666397	1666893	-
AAEL006730	supercont1.219	1666958	1667167	-
AAEL006730	supercont1.219	1667243	1667392	-
AAEL006730	supercont1.219	1667463	1667633	-
AAEL006730	supercont1.219	1667696	1667851	-
AAEL006730	supercont1.219	1679721	1680180	-
AAEL006730	supercont1.219	1680265	1680334	-
AAEL006730	supercont1.219	1680443	1680509	-
AAEL006730	supercont1.219	1686734	1686859	-
AAEL006730	supercont1.219	1695617	1695670	-
AAEL006730	supercont1.219	1703063	1703162	-
AAEL006730	supercont1.219	1703205	1703252	-
AAEL006730	supercont1.219	1714300	1714506	-
AAEL006730	supercont1.219	1714549	1714642	-
AAEL006730	supercont1.219	1731222	1731524	-
AAEL006730	supercont1.219	1739846	1739878	-
AAEL006730	supercont1.219	1739926	1740179	-
AAEL006730	supercont1.219	1740251	1740362	-
AAEL006730	supercont1.219	1742560	1743250	-
AAEL010635	supercont1.492	153031	153813	-
AAEL010635	supercont1.492	158969	159410	-
AAEL010635	supercont1.492	159933	160280	-
AAEL010635	supercont1.492	168025	168150	-
AAEL015621	supercont1.3837	2278	3153	+
AAEL014457	supercont1.1121	123801	124212	-
AAEL014457	supercont1.1121	124268	124495	-
AAEL014457	supercont1.1121	124556	124991	-
AAEL014457	supercont1.1121	125056	125316	-
AAEL014457	supercont1.1121	125370	125518	-
AAEL014457	supercont1.1121	125580	125864	-
AAEL014457	supercont1.1121	125923	126145	-
AAEL014457	supercont1.1121	150934	151161	-
AAEL006868	supercont1.224	1146835	1147065	-
AAEL006868	supercont1.224	1149462	1149624	-
AAEL006868	supercont1.224	1149691	1149897	-
AAEL006868	supercont1.224	1149963	1150181	-
AAEL006868	supercont1.224	1150246	1150346	-
AAEL006868	supercont1.224	1150414	1150740	-
AAEL006868	supercont1.224	1171612	1171767	-
AAEL006868	supercont1.224	1190445	1190636	-
AAEL006868	supercont1.224	1218238	1218384	-
AAEL005011	supercont1.138	1295038	1295467	+
AAEL005011	supercont1.138	1319347	1319661	+
AAEL005011	supercont1.138	1424192	1424461	+
AAEL005011	supercont1.138	1444889	1445166	+
AAEL005011	supercont1.138	1461908	1462115	+
AAEL005011	supercont1.138	1484314	1484396	+
AAEL005011	supercont1.138	1484504	1484764	+
AAEL005011	supercont1.138	1485115	1485285	+
AAEL005011	supercont1.138	1494362	1494775	+
AAEL005011	supercont1.138	1494839	1495432	+
AAEL005011	supercont1.138	1495486	1495645	+
AAEL005011	supercont1.138	1495740	1495908	+
AAEL005011	supercont1.138	1496050	1496260	+
AAEL005011	supercont1.138	1496808	1496939	+
AAEL007113	supercont1.237	1301012	1301927	-
AAEL007113	supercont1.237	1302224	1302587	-
AAEL007113	supercont1.237	1302648	1302875	-
AAEL007113	supercont1.237	1302945	1302992	-
AAEL007113	supercont1.237	1301012	1301927	-
AAEL007113	supercont1.237	1302224	1302587	-
AAEL007113	supercont1.237	1302648	1302880	-
AAEL007113	supercont1.237	1302945	1302992	-
AAEL007570	supercont1.264	285863	286354	-
AAEL007570	supercont1.264	286472	286615	-
AAEL007570	supercont1.264	286671	286932	-
AAEL007570	supercont1.264	290395	290512	-
AAEL007570	supercont1.264	290711	290758	-
AAEL007570	supercont1.264	285863	286327	-
AAEL007570	supercont1.264	286472	286615	-
AAEL007570	supercont1.264	286671	286932	-
AAEL007570	supercont1.264	290395	290512	-
AAEL007570	supercont1.264	290711	290758	-
AAEL014997	supercont1.1387	20762	20947	+
AAEL003359	supercont1.85	1600104	1600245	-
AAEL003359	supercont1.85	1606089	1606172	-
AAEL003359	supercont1.85	1606235	1606559	-
AAEL003359	supercont1.85	1607327	1607878	-
AAEL003359	supercont1.85	1607937	1608676	-
AAEL003359	supercont1.85	1614682	1615157	-
AAEL003359	supercont1.85	1615341	1615748	-
AAEL003359	supercont1.85	1615817	1616023	-
AAEL005467	supercont1.158	1700591	1701485	+
AAEL005467	supercont1.158	1704672	1704838	+
AAEL013113	supercont1.791	540424	540634	+
AAEL013113	supercont1.791	547503	547669	+
AAEL013113	supercont1.791	549119	549435	+
AAEL013113	supercont1.791	549514	549881	+
AAEL005807	supercont1.175	1795785	1795872	+
AAEL005807	supercont1.175	1795952	1796032	+
AAEL005807	supercont1.175	1796095	1796393	+
AAEL000267	supercont1.5	4707418	4707580	+
AAEL000267	supercont1.5	4711119	4712029	+
AAEL000267	supercont1.5	4707418	4707580	+
AAEL000267	supercont1.5	4707644	4707697	+
AAEL000267	supercont1.5	4711119	4712029	+
AAEL000356	supercont1.6	335958	336286	-
AAEL000356	supercont1.6	336356	336428	-
AAEL014395	supercont1.1100	150957	151683	+
AAEL014395	supercont1.1100	173048	173447	+
AAEL014395	supercont1.1100	189989	190123	+
AAEL014395	supercont1.1100	197312	197470	+
AAEL014395	supercont1.1100	197531	197695	+
AAEL014395	supercont1.1100	212784	212846	+
AAEL002596	supercont1.61	1448858	1448914	+
AAEL002596	supercont1.61	1448979	1449413	+
AAEL013903	supercont1.957	7555	7729	+
AAEL013903	supercont1.957	7806	8550	+
AAEL013903	supercont1.957	8808	10124	+
AAEL013903	supercont1.957	10191	10334	+
AAEL013903	supercont1.957	30324	30475	+
AAEL013903	supercont1.957	30535	30876	+
AAEL013903	supercont1.957	7555	7729	+
AAEL013903	supercont1.957	7806	8550	+
AAEL013903	supercont1.957	8808	10124	+
AAEL013903	supercont1.957	10191	10334	+
AAEL013903	supercont1.957	10538	10642	+
AAEL013903	supercont1.957	30324	30475	+
AAEL013903	supercont1.957	30535	30876	+
AAEL013226	supercont1.808	118378	119297	-
AAEL013226	supercont1.808	122207	122490	-
AAEL013226	supercont1.808	122555	123346	-
AAEL013226	supercont1.808	124007	124012	-
AAEL006855	supercont1.224	551094	552036	-
AAEL006855	supercont1.224	566407	566614	-
AAEL006855	supercont1.224	567152	567169	-
AAEL006855	supercont1.224	550492	552036	-
AAEL006855	supercont1.224	566407	566611	-
AAEL006855	supercont1.224	567152	567213	-
AAEL009780	supercont1.428	943285	943966	+
AAEL009780	supercont1.428	951229	951462	+
AAEL009780	supercont1.428	951536	951609	+
AAEL009780	supercont1.428	951683	951771	+
AAEL009780	supercont1.428	964237	964495	+
AAEL001087	supercont1.22	3763176	3763185	+
AAEL001087	supercont1.22	3771808	3772158	+
AAEL001087	supercont1.22	3772223	3772507	+
AAEL001087	supercont1.22	3772570	3772978	+
AAEL001087	supercont1.22	3773040	3773855	+
AAEL002128	supercont1.49	2680114	2680257	-
AAEL002128	supercont1.49	2682486	2683397	-
AAEL011379	supercont1.574	207472	207850	+
AAEL011379	supercont1.574	208891	209608	+
AAEL011379	supercont1.574	207461	207573	+
AAEL011379	supercont1.574	207642	207850	+
AAEL011379	supercont1.574	208891	209608	+
AAEL011379	supercont1.574	207472	207573	+
AAEL011379	supercont1.574	207627	207850	+
AAEL011379	supercont1.574	208891	209608	+
AAEL008438	supercont1.325	957427	958969	+
AAEL003814	supercont1.98	727922	728233	-
AAEL001723	supercont1.40	2730066	2730506	+
AAEL001723	supercont1.40	2730780	2731565	+
AAEL013351	supercont1.826	143324	144175	-
AAEL002738	supercont1.66	2221315	2221387	+
AAEL002738	supercont1.66	2221744	2221905	+
AAEL002738	supercont1.66	2227680	2227842	+
AAEL002738	supercont1.66	2227932	2227998	+
AAEL002738	supercont1.66	2238697	2239163	+
AAEL002738	supercont1.66	2239223	2239748	+
AAEL010133	supercont1.455	588036	589213	-
AAEL010133	supercont1.455	589423	589640	-
AAEL010133	supercont1.455	589709	590487	-
AAEL010133	supercont1.455	590557	592014	-
AAEL010133	supercont1.455	596138	596313	-
AAEL001582	supercont1.36	2803565	2803996	+
AAEL001582	supercont1.36	2813774	2815133	+
AAEL001582	supercont1.36	2826286	2828313	+
